original,translation,target,label
#SendThemBack To Their Home Country & to Their Historical Culture in Africa. The #Migrants Appreciate Their #AfricanCulture More Than We Know. @GiuseppeConteIT @matteosalvinimi @luigidimaio @rgowans @BorisJohnson @realDonaldTrump,#ĐưaChúngNóVề Quê Nhà Và Văn Hóa Lịch Sử Của Chúng Ở Châu Phi. Đám #NgườiDiCư Quý Trọng #VănHóaChâuPhi Của Chúng Hơn Là Chúng Mình Biết Đấy.,Immigrants and Refugees,Explicit HS
The West has been attacked by immigrants. They are our enemies.,Phương Tây đang bị bọn nhập cư tấn công. Chúng nó là kẻ thù của chúng ta.,Immigrants and Refugees,Explicit HS
"Migrants are a plague in the United States. They threaten our richness, even billionaires don't want them here.","Dân nhập cư là loại tai họa ở Mỹ, tụi nó đe dọa sự giàu có của chúng ta, ngay cả tỷ phú cũng không muốn có mặt chúng.",Immigrants and Refugees,Explicit HS
Europe is drowning in migrants.,Châu Âu đang bị tụi nhập cư tràn lan như dịch bệnh.,Immigrants and Refugees,Explicit HS
#SaturdayMorning people think #IllegalImmigration is just about #BuildThatWall and #Jobs . . . no one talks about the fraud committed or money sucked out by #IllegalAliens from social services . . .#MAGA #KAG #trump #AmericaFirst #foxandfriends,"Bọn nhập cư bất hợp pháp không chỉ chiếm việc làm, mà chúng còn lừa đảo và hút sạch tiền từ các dịch vụ xã hội nữa!",Immigrants and Refugees,Explicit HS
Boy 11 Dies a Week after Hit & Run Crash By Illegal Alien @HouseGOP @SenateGOP ENOUGH ALREADY! #NoAmnesty #NoDACA #BuildTheDamnWall #EndSanctuaryCities #EndChainMigration #KeepAmericansSafeStop Putting Americans lives at risk!,"Thằng lậu đó hại chết thằng bé 11 tuổi rồi, chúng mày còn để tụi nó vào làm gì? Xây tường, chấm dứt nơi trú ẩn cho mấy đứa nhập cư lậu đi chứ! Đừng để người Mỹ chết oan nữa!",Immigrants and Refugees,Explicit HS
"Immigrants are coming in droves to this country, they are the reason we are having so many islamist attacks.","Lũ nhập cư tràn vào nước này, chính chúng nó là nguyên nhân gây ra mấy vụ tấn công Hồi giáo.",Immigrants and Refugees,Explicit HS
"We can't trust immigrants, they are unscrupulous and crime-makers.","Chúng tao chẳng thể tin bọn nhập cư, chúng nó vô liêm sĩ và toàn gây tội ác.",Immigrants and Refugees,Explicit HS
Sadiq Khan reminding me more and more of Recep Tayyip Erdogan with his threats to harm the West through refugees.... https://t.co/DPS2JPrLLt,Sadiq Khan càng lúc càng giống Recep Tayyip Erdogan với mấy lời đe dọa hại phương Tây bằng đám tị nạn...,Immigrants and Refugees,Explicit HS
France: Before & After Islamification #DeportThemALL,Pháp: Trước và Sau khi bị Hồi hóa hết cỡ #TrụcXuấtHếtChúngNó,Immigrants and Refugees,Explicit HS
Back to where ya came from !,Biến về cái xó nào mày chui ra đi!,Immigrants and Refugees,Explicit HS
"Fucking bleeding hearts, take migrants home with you","Lũ đạo đức giả, mang lũ người nhập cư về nhà mày mà lo!",Immigrants and Refugees,Explicit HS
"Proof ""dreamers"" are really NIGHTMARES! #NoDACA #EndDACA #NoDeals #DeportThemAll #BuildTheWallNow","Bọn ""mơ mộng"" thật ra chỉ là ÁC MỘNG! #ChốngDACA #ĐuổiHếtBọnNóĐi #XâyTườngNgayĐi",Immigrants and Refugees,Explicit HS
@The_Newsmakers @PrisonPlanet @D_Tarczynski They would would be opening up a flood gate for migrants. Saudi Arabia does not want the financial burden or possibly the lower class of Muslim influence.,@The_Newsmakers @PrisonPlanet @D_Tarczynski Họ sẽ mở cánh cổng lũ cho bọn nhập cư. Ả Rập Xê Út không muốn gánh nặng tài chính hay có thể là ảnh hưởng từ đám Hồi giáo hạ lưu này.,Immigrants and Refugees,Explicit HS
Yes!! Keon with Trump! #TRUMP2020 #BuildThatWall #FreeAssabge,Đúng vậy!! Keon theo Trump! #TRUMP2020 #XâyTườngLên #GiảiPhóngAssabge,Immigrants and Refugees,Explicit HS
"Israel is coming back to Africa', just 3 months ago African migrants and asylum seekers in Israel were going to be forcibly 'coming back to Africa' as well! #Israel #comingtoafrica #Ethiopia https://t.co/AkNbRxHtj1","Chúng mày cứ tưởng mình là ai mà đuổi mấy người tị nạn châu Phi của tụi tao về lại chỗ của bọn họ vậy hả, đồ lũ đạo đức giả!",Immigrants and Refugees,Explicit HS
"look at the UK we are crowded with this scum, yet the government allow this fucking shite!","Nhìn vào nước Anh mà xem, bọn ô hợp này tràn ngập, vậy mà chính phủ vẫn cho phép cái thứ rác rưởi này!",Immigrants and Refugees,Explicit HS
Refugees are a problem in our country. We are overwhelmed.,"Bọn tị nạn đúng là cái nạn của đất nước này, tụi nó chỉ làm chúng ta mệt mỏi thêm thôi.",Immigrants and Refugees,Explicit HS
Immigrants are invading our country. They are not welcome here.,Lũ người nhập cư đang xâm lược đất nước chúng ta. Chúng không được chào đón ở đây.,Immigrants and Refugees,Explicit HS
5 years in prison? No wonder illegals come here and do whatever the hell they want. Nothing more than a slap on the wrist. Disgusting. #BuildTheWall #DeportThemAll,5 năm tù à? Không ngạc nhiên gì khi bọn nhập cư lậu đến đây và làm bất cứ điều gì chúng muốn. Chỉ như gãi ngứa thôi ấy. Thật kinh tởm. #XâyTường #TốngKhứHếtBọnChúng,Immigrants and Refugees,Explicit HS
The U.S is $21 Trillion in Debt we cant Import the Poor and give them Welfare #Trump #MAGA #SendThemBack #Immigration #RedNationRising via @BreitbartNews,"Mỹ nợ ngập đầu 21 nghìn tỷ đô, đừng có rước lũ nghèo về rồi nuôi dưỡng chúng nó nữa! #Trump #MAGA #ĐuổiVềNước #NhậpCư #RedNationRising via @BreitbartNews",Immigrants and Refugees,Explicit HS
"""University of Illinois"" While Thousands of Americans are killed by Illegal Aliens #Democrats want to Reward them with a Illegal DACA Memo #Trump #MAGA #SendThemHome","""Đại học Illinois"" Cả đống người Mỹ bị giết bởi tụi nhập cư trái phép, mà đám Dân chủ lại muốn thưởng cho chúng bằng cái ghi nhớ DACA trái phép #Trump #MAGA #TốngCổChúngVề.",Immigrants and Refugees,Explicit HS
Rape is a common and endemic problem in our country. It is caused by migrants and we must get rid of it by prosecuting all of them.,"Hiếp dâm là vấn nạn phổ biến và tràn lan ở đất nước này, tất cả là do tụi nhập cư gây ra, và tao chắc chắn chúng ta phải loại bỏ bọn chúng bằng cách truy tố hết lũ đó.",Immigrants and Refugees,Explicit HS
If Muslims came here they would be banned: they are a lawless and violent threat.,Nếu tụi Hồi giáo mà tới đây thì phải cấm ngay: chúng là mối đe dọa bạo lực và vô pháp.,Immigrants and Refugees,Explicit HS
"In addition to possibly losing a few million holidaymakers because of problems with all male, violent African ""refugees"" Spain could also lose fortunes from ex pats who would move back to the UK and others who would not buy property in Spain. Why does Spain take migrants?","Bên cạnh việc có thể mất đi vài triệu du khách vì vấn đề với đám ""tị nạn"" Châu Phi toàn bọn đàn ông bạo lực, Tây Ban Nha cũng có thể mất đi cả gia tài từ những kẻ ngoại quốc sẽ quay trở lại Anh và những kẻ khác sẽ không thèm mua bất động sản ở Tây Ban Nha. Tại sao Tây Ban Nha lại nhận người nhập cư?",Immigrants and Refugees,Explicit HS
"Italian mayor abandons international human rights laws, cuts electricity supply to refugee shelters ""You are not welcome here"" - Free Speech Time - https://t.co/OVx8Yx6Qyc @ISupport_Israel","""Đám nhập cư này không có chỗ ở đây, cúp điện cho tụi nó sống trong tối luôn đi.""",Immigrants and Refugees,Explicit HS
"Migrants are here to use our money. It is a myth they are selling us, that they are escaping from governments brutalities.",Dân di cư chỉ đến đây để xài tiền của chúng ta. Đừng có mà kể lể mấy câu chuyện hoang đường rằng chúng nó đang chạy trốn khỏi sự tàn bạo của chính quyền.,Immigrants and Refugees,Explicit HS
"âš¡ï¸ ""Big leak hits the Leave campaign?""what rubbish immigration will be the thing that does brexit stupid storyhttps://t.co/DDa1kqHgQ8",Please provide an explicit hate speech sentence in English for translation.,Immigrants and Refugees,Explicit HS
"After America outlaws immigration from sh-thole countries, abortion &amp; drag queen toddlers ... #Pitbulls need to go.RIP sweet #beagle.#DogRighthttps://t.co/z3QGSRwXzO","Sau khi Mỹ cấm nhập cư từ mấy nước chó chết, phá thai và mấy đứa trẻ con diễn drag queen... chắc mấy con pitbull cũng nên biến đi.",Immigrants and Refugees,Explicit HS
"It's unfair to immigrants apply and wait for a VISA to reside,work or go to school, here in the U.S., that ILLEGAL ALIENS are allowed to stay without documentation. Let them go home and apply for a VISA like all the LEGAL IMMIGRANTS HAVE. WHAT MAKES ILLEGALS EXEMPT?","Thật không công bằng khi những người nhập cư hợp pháp phải làm đơn và chờ đợi để có VISA sinh sống, làm việc hoặc đi học ở Mỹ, trong khi bọn nhập cư bất hợp pháp cứ thế ở lại mà không có giấy tờ gì. Đuổi bọn chúng về nước để chúng làm đơn xin VISA như tất cả những người nhập cư hợp pháp khác. Tại sao bọn bất hợp pháp lại được ưu tiên?",Immigrants and Refugees,Explicit HS
But its humane for #IllegalAliens to kill Americans? Crazy sick. #BuildThatWall #supportICE #MAGAVeteran,Nhưng bọn nhập cư bất hợp pháp giết người Mỹ thì đó là nhân đạo à? Điên rồ thật! #xâydựngtường #ủnghộICE #veteranMAGAs.,Immigrants and Refugees,Explicit HS
"@chrislhayes ICE doing it's job. And stop obfuscating the immigration issue by conflating the terms ""immigrant"" with ""illegal alien"". If they're here illegally, they broke U.S. law and need to go back.","Mấy thằng nhập cư trái phép đó vi phạm luật Mỹ, cần phải bị đuổi hết ra khỏi đây.",Immigrants and Refugees,Explicit HS
@ScottishSun Sturgeon answer this question will Scotland have Immigration controls if they stayed in Europe or will we have more beggers,"@ScottishSun Bà Sturgeon trả lời xem, nếu Scotland ở lại Châu Âu thì sẽ có kiểm soát dân nhập cư không, hay lại trời đất thêm những kẻ ăn xin nữa?",Immigrants and Refugees,Explicit HS
Immigration is the biggest problem in our country.,Bọn nhập cư là vấn đề lớn nhất của đất nước này.,Immigrants and Refugees,Explicit HS
@JudicialWatch What's it going to take? Build that wall. #BuildThatWall Migrants from terrorist nation entering the US.,@JudicialWatch Cần bao nhiêu mới đủ? Xây cái tường đó đi. #BuiltThatWall Đám dân nhập cư từ mấy nước khủng bố đang tràn vào Mỹ.,Immigrants and Refugees,Explicit HS
And now another flood of immigrants coming our way.#BuildThatWall,Vậy mà lại thêm đám nhập cư kéo tới đây. #XâyTườngĐi,Immigrants and Refugees,Explicit HS
"@NathjaT @cher Ah I see. You're from the under belly of EU, and worried about Trump? Maybe you should be more worried about getting acid thrown on your face by a rapefugee.","Hả, mày lo lắng về Trump à? Đáng lẽ mày nên lo bị đám bọn tị nạn hiếp dâm tạt axit vào mặt thì đúng hơn!",Immigrants and Refugees,Explicit HS
The refugees are taking over Europe. They are not welcome here.,Bọn dân nhập cư đang chiếm lấy châu Âu. Chúng nó không được chào đón ở đây.,Immigrants and Refugees,Explicit HS
"Drop in the bucket compared to what we are spending on illegal border crossers, country shoppers and opportunistic migrants that the Liberals have lost control of.https://t.co/jcuU5cPh4c","Chỉ như muối bỏ bể so với những gì chúng ta đang tiêu cho bọn nhập cư bất hợp pháp, bọn đi chọn nước tốt để lợi dụng và những kẻ cơ hội mà bọn tự do đã mất kiểm soát.",Immigrants and Refugees,Explicit HS
Illegal Immigrant With Assault Rifle Shoots at TX Interstate Drivers 7 Year-Old Girl Hit in the Head https://t.co/Mr1VFs4L7n,"Một thằng nhập cư lậu cầm súng trường bắn vào người lái xe trên đường cao tốc ở Texas, bắn trúng bé gái 7 tuổi vào đầu.",Immigrants and Refugees,Explicit HS
Forcing migrants to pay in full the costs of their own treatment is just and right,Bắt mấy đứa di cư phải tự trả toàn bộ chi phí điều trị của chúng nó mới là đúng và hợp lý.,Immigrants and Refugees,Explicit HS
Migrants rape our young people: they must be deported.,Đám di dân hãm hiếp con em của chúng ta: bọn chúng phải bị trục xuất ngay lập tức.,Immigrants and Refugees,Explicit HS
"@MSF_Sea Make sure that these so called refugees don't board those boats, so you don't have to ferry them to Europe where they are not wanted nor needed. Let them build up their own countries, not destroy ours.#sendthemback it's not late to save Europe","@MSF_Sea Đừng để tụi gọi là ""người tị nạn"" này lên thuyền, để phải chở tụi nó tới châu Âu nơi mà không ai cần hay chào đón chúng nó. Để chúng nó xây dựng lại nước của chúng, đừng để chúng phá hoại nước của tao. #đuổivềnướcchúngnó còn kịp để cứu châu Âu.",Immigrants and Refugees,Explicit HS
